TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,LEARNING_RATE,train_portfolio_value,train_drawdown,train_sharpe,train_cumulative,test_portfolio_value,test_drawdown,test_sharpe,test_cumulative,Normalized Cumulative,Normalized Sharpe,Normalized Max Drawdown,Metric
60,3,20,10,0.01,307484.9,-0.430402956,0.726652689,3.074849063,99941.2,-0.111890926,0.083502756,0.999412031,0.176086676,0.283932328,0.544423007,0.334814004
90,5,10,20,0.01,952303.7,-0.263550118,1.346704215,9.523036875,105200.234,-0.154698003,0.458715498,1.052002344,0.236207046,0.377725604,0.370128985,0.328020545
60,4,20,10,0.02,718732.06,-0.385427317,1.180520157,7.187320625,102556.58,-0.147670208,0.25850358,1.025565781,0.205985208,0.327677912,0.398743474,0.310802198
90,5,20,5,0.02,328881.62,-0.557813278,0.724064917,3.28881625,104848.375,-0.172160596,0.409313534,1.04848375,0.232184648,0.365376418,0.299027996,0.298863021
90,5,20,10,0.02,549929.56,-0.385493591,1.056388786,5.499295625,104848.375,-0.172160596,0.409313534,1.04848375,0.232184648,0.365376418,0.299027996,0.298863021
90,4,20,10,0.02,826838.06,-0.280392639,1.334409156,8.268380625,104802.91,-0.17216033,0.406801871,1.048029063,0.231664857,0.364748569,0.299029081,0.298480836
90,4,5,10,0.02,672027.3,-0.385158374,1.180927049,6.720273125,104337.68,-0.17195736,0.38119117,1.043376797,0.226346465,0.35834657,0.299855496,0.29484951
90,4,20,5,0.01,231339.38,-0.332611811,0.686459763,2.31339375,97926.375,-0.129643038,-0.061308707,0.97926375,0.153053496,0.247733287,0.472143207,0.290976664
60,4,10,20,0.01,488880,-0.31332964,1.027761132,4.8888,98407.26,-0.14728415,-0.023291962,0.984072578,0.158550869,0.257236469,0.400315357,0.272034232
60,4,20,10,0.01,634821.4,-0.266268236,1.223098994,6.34821375,100853,-0.186246723,0.159114944,1.00853,0.186510186,0.302833378,0.241674683,0.243672749
90,5,5,20,0.02,113519.92,-0.044851671,0.575475838,1.135199219,95726.34,-0.143983818,-0.321814845,0.957263438,0.127903105,0.182613633,0.413753044,0.241423261
60,3,10,20,0.01,623414.8,-0.386228554,1.170825165,6.234148125,97582.99,-0.175318549,-0.038801616,0.975829922,0.149128001,0.253359466,0.28617002,0.229552496
60,5,5,20,0.01,434512.66,-0.296053875,0.95084045,4.345126563,92115.19,-0.176089789,-0.424670363,0.921151875,0.086620968,0.15690247,0.283029826,0.175517755
60,5,5,5,0.01,683871.1,-0.28036085,1.258580153,6.83871125,90518.34,-0.183656702,-0.590773113,0.905183438,0.068366116,0.115381169,0.252220255,0.145322513
60,5,5,10,0.01,588180.8,-0.280335277,1.15385316,5.881808125,88559.14,-0.202066294,-0.756098144,0.885591406,0.045968832,0.074054278,0.177263448,0.099095519
60,4,10,5,0.01,577516.8,-0.280393067,1.149248571,5.775168125,86576.42,-0.22103726,-0.83918704,0.865764219,0.023302721,0.053284248,0.100020939,0.058869303
60,3,10,5,0.01,755568.75,-0.28705907,1.24908188,7.5556875,86517.734,-0.221011265,-0.901009338,0.865177344,0.022631815,0.037830307,0.100126781,0.053529634
60,3,20,5,0.01,789516.3,-0.280392761,1.309881707,7.895163125,86077.24,-0.224866793,-0.856758766,0.860772422,0.017596182,0.048891781,0.084428548,0.050305503
60,4,10,10,0.01,730699.06,-0.288224619,1.261546935,7.306990625,84538.016,-0.24560267,-1.052346551,0.845380156,0,0,0,0
