symbol_year_month
PG_2017-01
PG_2017-02
PG_2017-03
PG_2017-04
PG_2017-05
PG_2017-06
PG_2017-07
PG_2017-08
PG_2017-09
PG_2017-10
PG_2017-11
PG_2017-12
PG_2018-01
PG_2018-02
PG_2018-03
PG_2018-04
PG_2018-05
PG_2018-06
PG_2018-07
PG_2018-08
PG_2018-09
PG_2018-10
PG_2018-11
PG_2018-12
PG_2019-01
PG_2019-02
PG_2019-03
PG_2019-04
PG_2019-05
PG_2019-06
PG_2019-07
PG_2019-08
PG_2019-09
PG_2019-10
PG_2019-11
PG_2019-12
PG_2020-01
PG_2020-02
PG_2020-03
PG_2020-04
PG_2020-05
PG_2020-06
PG_2020-07
PG_2020-08
PG_2020-09
PG_2020-10
PG_2020-11
PG_2020-12
PG_2021-01
PG_2021-02
PG_2021-03
PG_2021-04
PG_2021-05
PG_2021-06
PG_2021-07
PG_2021-08
PG_2021-09
PG_2021-10
PG_2021-11
PG_2021-12
PG_2022-01
PG_2022-02
PG_2022-03
PG_2022-04
PG_2022-05
PG_2022-06
PG_2022-07
PG_2022-08
PG_2022-09
PG_2022-10
PG_2022-11
PG_2022-12
PG_2023-01
PG_2023-02
PG_2023-03
PG_2023-04
PG_2023-05
PG_2023-06
PG_2023-07
PG_2023-08
PG_2023-09
PG_2023-10
PG_2023-11
PG_2023-12
UL_2014-01
UL_2014-02
UL_2014-03
UL_2014-04
UL_2014-05
UL_2014-06
UL_2014-07
UL_2014-08
UL_2014-09
UL_2014-10
UL_2014-11
UL_2014-12
UL_2015-01
UL_2015-02
UL_2015-03
UL_2015-04
UL_2015-05
UL_2015-06
UL_2015-07
UL_2015-08
UL_2015-09
UL_2015-10
UL_2015-11
UL_2015-12
UL_2016-01
UL_2016-02
UL_2016-03
UL_2016-04
UL_2016-05
UL_2016-06
UL_2016-07
UL_2016-08
UL_2016-09
UL_2016-10
UL_2016-11
UL_2016-12
UL_2017-01
UL_2017-02
UL_2017-03
UL_2017-04
UL_2017-05
UL_2017-06
UL_2017-07
UL_2017-08
UL_2017-09
UL_2017-10
UL_2017-11
UL_2017-12
UL_2018-01
UL_2018-02
UL_2018-03
UL_2018-04
UL_2018-05
UL_2018-06
UL_2018-07
UL_2018-08
UL_2018-09
UL_2018-10
UL_2018-11
UL_2018-12
UL_2019-01
UL_2019-02
UL_2019-03
UL_2019-04
UL_2019-05
UL_2019-06
UL_2019-07
UL_2019-08
UL_2019-09
UL_2019-10
UL_2019-11
UL_2019-12
UL_2020-01
UL_2020-02
UL_2020-03
UL_2020-04
UL_2020-05
UL_2020-06
UL_2020-07
UL_2020-08
UL_2020-09
UL_2020-10
UL_2020-11
UL_2020-12
UL_2021-01
UL_2021-02
UL_2021-03
UL_2021-04
UL_2021-05
UL_2021-06
UL_2021-07
UL_2021-08
UL_2021-09
UL_2021-10
UL_2021-11
UL_2021-12
UL_2022-01
UL_2022-02
UL_2022-03
UL_2022-04
UL_2022-05
UL_2022-06
UL_2022-07
UL_2022-08
UL_2022-09
UL_2022-10
UL_2022-11
UL_2022-12
UL_2023-01
UL_2023-02
UL_2023-03
UL_2023-04
UL_2023-05
UL_2023-06
UL_2023-07
UL_2023-08
UL_2023-09
UL_2023-10
UL_2023-11
UL_2023-12
JNJ_2014-01
JNJ_2014-02
JNJ_2014-03
JNJ_2014-04
JNJ_2014-05
JNJ_2014-06
JNJ_2014-07
JNJ_2014-08
JNJ_2014-09
JNJ_2014-10
JNJ_2014-11
JNJ_2014-12
JNJ_2015-01
JNJ_2015-02
JNJ_2015-03
JNJ_2015-04
JNJ_2015-05
JNJ_2015-06
JNJ_2015-07
JNJ_2015-08
JNJ_2015-09
JNJ_2015-10
JNJ_2015-11
JNJ_2015-12
JNJ_2016-01
JNJ_2016-02
JNJ_2016-03
JNJ_2016-04
JNJ_2016-05
JNJ_2016-06
JNJ_2016-07
JNJ_2016-08
JNJ_2016-09
JNJ_2016-10
JNJ_2016-11
JNJ_2016-12
JNJ_2017-01
JNJ_2017-02
JNJ_2017-03
JNJ_2017-04
JNJ_2017-05
JNJ_2017-06
JNJ_2017-07
JNJ_2017-08
JNJ_2017-09
JNJ_2017-10
JNJ_2017-11
JNJ_2017-12
JNJ_2018-01
JNJ_2018-02
JNJ_2018-03
JNJ_2018-04
JNJ_2018-05
JNJ_2018-06
JNJ_2018-07
JNJ_2018-08
JNJ_2018-09
JNJ_2018-10
JNJ_2018-11
JNJ_2018-12
JNJ_2019-01
JNJ_2019-02
JNJ_2019-03
JNJ_2019-04
JNJ_2019-05
JNJ_2019-06
JNJ_2019-07
JNJ_2019-08
JNJ_2019-09
JNJ_2019-10
JNJ_2019-11
JNJ_2019-12
JNJ_2020-01
JNJ_2020-02
JNJ_2020-03
JNJ_2020-04
JNJ_2020-05
JNJ_2020-06
JNJ_2020-07
JNJ_2020-08
JNJ_2020-09
JNJ_2020-10
JNJ_2020-11
JNJ_2020-12
JNJ_2021-01
JNJ_2021-02
JNJ_2021-03
JNJ_2021-04
JNJ_2021-05
JNJ_2021-06
JNJ_2021-07
JNJ_2021-08
JNJ_2021-09
JNJ_2021-10
JNJ_2021-11
JNJ_2021-12
JNJ_2022-01
JNJ_2022-02
JNJ_2022-03
JNJ_2022-04
JNJ_2022-05
JNJ_2022-06
JNJ_2022-07
JNJ_2022-08
JNJ_2022-09
JNJ_2022-10
JNJ_2022-11
JNJ_2022-12
JNJ_2023-01
JNJ_2023-02
JNJ_2023-03
JNJ_2023-04
JNJ_2023-05
JNJ_2023-06
JNJ_2023-07
JNJ_2023-08
JNJ_2023-09
JNJ_2023-10
JNJ_2023-11
JNJ_2023-12
PFE_2014-01
PFE_2014-02
PFE_2014-03
PFE_2014-04
PFE_2014-05
PFE_2014-06
PFE_2014-07
PFE_2014-08
PFE_2014-09
PFE_2014-10
PFE_2014-11
PFE_2014-12
PFE_2015-01
PFE_2015-02
PFE_2015-03
PFE_2015-04
PFE_2015-05
PFE_2015-06
PFE_2015-07
PFE_2015-08
PFE_2015-09
PFE_2015-10
PFE_2015-11
PFE_2015-12
PFE_2016-01
PFE_2016-02
PFE_2016-03
PFE_2016-04
PFE_2016-05
PFE_2016-06
PFE_2016-07
PFE_2016-08
PFE_2016-09
PFE_2016-10
PFE_2016-11
PFE_2016-12
PFE_2017-01
PFE_2017-02
PFE_2017-03
PFE_2017-04
PFE_2017-05
PFE_2017-06
PFE_2017-07
PFE_2017-08
PFE_2017-09
PFE_2017-10
PFE_2017-11
PFE_2017-12
PFE_2018-01
PFE_2018-02
PFE_2018-03
PFE_2018-04
PFE_2018-05
PFE_2018-06
PFE_2018-07
PFE_2018-08
PFE_2018-09
PFE_2018-10
PFE_2018-11
PFE_2018-12
PFE_2019-01
PFE_2019-02
PFE_2019-03
PFE_2019-04
PFE_2019-05
PFE_2019-06
PFE_2019-07
PFE_2019-08
PFE_2019-09
PFE_2019-10
PFE_2019-11
PFE_2019-12
PFE_2020-01
PFE_2020-02
PFE_2020-03
PFE_2020-04
PFE_2020-05
PFE_2020-06
PFE_2020-07
PFE_2020-08
PFE_2020-09
PFE_2020-10
PFE_2020-11
PFE_2020-12
PFE_2021-01
PFE_2021-02
PFE_2021-03
PFE_2021-04
PFE_2021-05
PFE_2021-06
PFE_2021-07
PFE_2021-08
PFE_2021-09
PFE_2021-10
PFE_2021-11
PFE_2021-12
PFE_2022-01
PFE_2022-02
PFE_2022-03
PFE_2022-04
PFE_2022-05
PFE_2022-06
PFE_2022-07
PFE_2022-08
PFE_2022-09
PFE_2022-10
PFE_2022-11
PFE_2022-12
PFE_2023-01
PFE_2023-02
PFE_2023-03
PFE_2023-04
PFE_2023-05
PFE_2023-06
PFE_2023-07
PFE_2023-08
PFE_2023-09
PFE_2023-10
PFE_2023-11

