TIME_WINDOW,K_SIZE,CONV_MID,CONV_FINAL,LEARNING_RATE,train_portfolio_value,train_drawdown,train_sharpe,train_cumulative,test_portfolio_value,test_drawdown,test_sharpe,test_cumulative,Normalized Cumulative,Normalized Sharpe,Normalized Max Drawdown,Metric
60,3,10,5,0.02,475633.4,-0.222590088,1.093010147,4.756334063,80250.54,-0.403236262,-0.413329539,0.802505391,0.108093106,0.241014963,0.239149624,0.196085898
90,5,5,20,0.01,567522.9,-0.280391528,1.103427748,5.67522875,73788.73,-0.388128547,-0.454779527,0.737887266,0.076957671,0.2280192,0.267655769,0.190877547
90,5,10,5,0.02,205827.53,-0.273463915,0.618853915,2.058275313,73192.984,-0.391887017,-0.467504328,0.731929844,0.074087162,0.224029609,0.260564061,0.186226944
90,5,5,10,0.02,881109.25,-0.314271427,1.301309656,8.8110925,73216.69,-0.397483414,-0.458624843,0.732166875,0.074201373,0.226813583,0.250004444,0.183673133
90,4,5,10,0.01,695534.1,-0.280166822,1.296834008,6.95534125,71888.234,-0.389747791,-0.502092622,0.718882344,0.067800388,0.213185184,0.264600481,0.181862018
90,5,20,20,0.01,767539.6,-0.385158612,1.227981119,7.67539625,70939.336,-0.386137551,-0.527137095,0.709393359,0.063228239,0.205333022,0.271412499,0.179991253
90,3,5,20,0.02,721996.1,-0.280392969,1.26849174,7.21996125,72421.695,-0.394706458,-0.518853499,0.724216953,0.070370802,0.207930167,0.255244171,0.17784838
60,3,10,10,0.02,608335.06,-0.280382777,1.149545068,6.083350625,70153.38,-0.382567855,-0.644086596,0.701533828,0.059441222,0.16866599,0.278148015,0.168751743
90,4,5,10,0.02,365975.9,-0.280393075,0.847784913,3.659759063,68846.99,-0.426588855,-0.546306412,0.688469922,0.053146543,0.19932289,0.195086552,0.149185328
30,4,20,10,0.02,686442.25,-0.280381167,1.204826955,6.8644225,71486.58,-0.452688799,-0.498369559,0.714865781,0.065865057,0.214352472,0.145839611,0.142019046
60,4,20,5,0.01,425622.22,-0.273662769,1.123126217,4.256222188,68950.484,-0.429604521,-0.672923349,0.689504844,0.053645207,0.159624839,0.189396411,0.134222152
60,5,10,20,0.01,433656,-0.385158804,0.893954226,4.33656,64555.91,-0.404206055,-0.908696666,0.645559102,0.032470501,0.085703124,0.23731976,0.118497795
30,5,5,5,0.02,739456.25,-0.28039113,1.259396777,7.3945625,71230.88,-0.50681924,-0.573809759,0.712308828,0.064633021,0.190699799,0.043703047,0.099678623
60,4,5,5,0.02,285146.53,-0.337058578,0.817357532,2.851465313,60501.766,-0.467670674,-1.112604833,0.605017656,0.012936113,0.02177205,0.117570909,0.050759691
90,3,10,10,0.02,682208.1,-0.185702321,1.271685636,6.82208125,59687.586,-0.491153473,-1.110424102,0.596875859,0.00901309,0.022455772,0.073262155,0.034910339
90,4,5,20,0.01,527273,-0.278752741,1.097283092,5.27273,57817.02,-0.48019597,-1.182046789,0.578170195,0,0,0.09393743,0.031312477
60,5,10,10,0.02,149236.67,-0.375733875,0.385381576,1.492366719,58388.906,-0.529981025,-0.961064621,0.583889063,0.002755565,0.069284264,0,0.024013276
